Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
292,tt3569732,2016-01-29,2016-01-29,,Spandex sapiens,http://www.imdb.com/title/tt3569732/,movie,6.5,87,2015,"Documentary, Action, Drama, Romance",111,2015-11-05,Oskari Pastila
293,tt3505682,2016-01-30,2016-01-30,,Bolshoi Babylon,http://www.imdb.com/title/tt3505682/,movie,6.2,86,2015,Documentary,351,2015-09-14,"Nick Read, Mark Franchetti"
294,tt4477456,2016-01-30,2016-01-30,,K2. Dotknac nieba,http://www.imdb.com/title/tt4477456/,movie,5.7,72,2015,"Documentary, Family, Sport",40,2015-06-14,Eliza Kubarska
295,tt2415458,2016-01-30,2016-01-30,,The Wolfpack,http://www.imdb.com/title/tt2415458/,movie,7.0,90,2015,"Documentary, Biography",9803,2015-01-25,Crystal Moselle
296,tt4714240,2016-01-31,2016-01-31,,Fang den Haider,http://www.imdb.com/title/tt4714240/,movie,5.7,91,2015,Documentary,26,2015-05-08,Nathalie Borgers
297,tt4536540,2016-01-31,2016-01-31,,Fassbinder,http://www.imdb.com/title/tt4536540/,movie,6.7,95,2015,Documentary,115,2015-04-30,Annekatrin Hendel
298,tt0810819,2016-02-28,2016-02-28,,The Danish Girl,http://www.imdb.com/title/tt0810819/,movie,7.1,119,2015,"Biography, Drama, History, Romance",121921,2015-09-05,Tom Hooper
299,tt4844522,2016-03-05,2016-03-05,,Haiyû Kameoka Takuji,http://www.imdb.com/title/tt4844522/,movie,6.7,123,2015,Comedy,83,2015-10-25,Satoko Yokohama
300,tt1453405,2016-03-07,2016-03-07,,Monsters University,http://www.imdb.com/title/tt1453405/,movie,7.3,104,2013,"Animation, Adventure, Comedy, Family, Fantasy",263780,2013-06-05,Dan Scanlon
301,tt5210376,2016-03-28,2016-03-28,,Takaisin pintaan,http://www.imdb.com/title/tt5210376/,movie,7.1,90,2016,Documentary,756,2016-01-27,Juan Reina
302,tt3966404,2016-03-31,2016-03-31,,Mustang,http://www.imdb.com/title/tt3966404/,movie,7.6,97,2015,Drama,26141,2015-05-19,Deniz Gamze Ergüven
303,tt4897822,2016-04-01,2016-04-01,,Where to Invade Next,http://www.imdb.com/title/tt4897822/,movie,7.6,120,2015,"Documentary, Comedy",18063,2015-09-10,Michael Moore
304,tt2891174,2016-04-01,2016-04-01,,99 Homes,http://www.imdb.com/title/tt2891174/,movie,7.1,112,2014,Drama,23170,2014-08-29,Ramin Bahrani
305,tt2872462,2016-04-02,2016-04-02,,Mistress America,http://www.imdb.com/title/tt2872462/,movie,6.7,84,2015,"Comedy, Drama",19950,2015-01-24,Noah Baumbach
306,tt3824458,2016-04-02,2016-04-02,,Tangerine,http://www.imdb.com/title/tt3824458/,movie,7.1,88,2015,"Comedy, Crime, Drama",17627,2015-01-23,Sean Baker
307,tt3077214,2016-04-02,2016-04-02,,Suffragette,http://www.imdb.com/title/tt3077214/,movie,6.9,106,2015,"Biography, Drama, History",29079,2015-09-04,Sarah Gavron
308,tt3203606,2016-04-03,2016-04-03,,Trumbo,http://www.imdb.com/title/tt3203606/,movie,7.5,124,2015,"Biography, Drama",62199,2015-09-12,Jay Roach
309,tt2910904,2016-04-03,2016-04-03,,The Dressmaker,http://www.imdb.com/title/tt2910904/,movie,7.1,119,2015,"Comedy, Drama",38452,2015-09-14,Jocelyn Moorhouse
310,tt3573598,2016-04-03,2016-04-03,,London Road,http://www.imdb.com/title/tt3573598/,movie,5.3,91,2015,"Musical, Mystery, Thriller",1496,2015-06-12,Rufus Norris
311,tt3072482,2016-04-09,2016-04-09,,Hardcore Henry,http://www.imdb.com/title/tt3072482/,movie,6.7,96,2015,"Action, Adventure, Sci-Fi, Thriller",66936,2015-09-12,Ilya Naishuller
312,tt4497686,2016-04-13,2016-04-13,,Atroz (Atrocious),http://www.imdb.com/title/tt4497686/,movie,5.8,79,2015,Horror,157,2015-10-31,Lex Ortega
313,tt4501706,2016-04-14,2016-04-14,,Aaaaaaaah!,http://www.imdb.com/title/tt4501706/,movie,4.6,79,2015,"Comedy, Thriller",662,2015-08-28,Steve Oram
314,tt0368226,2016-04-15,2016-04-15,,The Room,http://www.imdb.com/title/tt0368226/,movie,3.6,99,2003,Drama,48627,2003-06-27,Tommy Wiseau
315,tt0078935,2016-04-16,2016-04-16,,Cannibal Holocaust,http://www.imdb.com/title/tt0078935/,movie,6.0,95,1980,"Adventure, Horror",42846,1980-02-07,Ruggero Deodato
316,tt3721256,2016-04-16,2016-04-16,,Hevn,http://www.imdb.com/title/tt3721256/,movie,5.8,100,2015,"Drama, Thriller",265,2015-11-06,Kjersti Steinsbø
317,tt4126394,2016-04-16,2016-04-16,,Darling,http://www.imdb.com/title/tt4126394/,movie,5.6,78,2015,"Horror, Thriller",2031,2015-09-26,Mickey Keating
318,tt3901962,2016-04-16,2016-04-16,,Sendero,http://www.imdb.com/title/tt3901962/,movie,3.6,85,2015,"Action, Drama, Horror, Thriller",369,2015-10-12,Lucio A. Rojas
319,tt3865850,2016-04-16,2016-04-16,,The Evil That Men Do,http://www.imdb.com/title/tt3865850/,movie,4.7,94,2015,Thriller,183,2015-09-03,Ramon Térmens
320,tt4086032,2016-04-16,2016-04-16,,Frankenstein,http://www.imdb.com/title/tt4086032/,movie,5.1,89,2015,"Horror, Thriller",1749,2015-04-12,Bernard Rose
321,tt4359452,2016-04-16,2016-04-16,,Nasty,http://www.imdb.com/title/tt4359452/,short,6.7,15,2015,"Short, Drama, Fantasy, Horror, Sci-Fi",26,2015-10-13,Prano Bailey-Bond
322,tt3190098,2016-04-18,2016-04-18,,Life After Manson,http://www.imdb.com/title/tt3190098/,short,6.6,25,2014,"Documentary, Short, Crime, Drama, News",58,2014-05-23,Olivia Klaus
323,tt2402927,2016-05-12,2016-05-12,,Carol,http://www.imdb.com/title/tt2402927/,movie,7.2,118,2015,"Drama, Romance",84929,2015-05-17,Todd Haynes
324,tt1431045,2016-05-14,2016-05-14,,Deadpool,http://www.imdb.com/title/tt1431045/,movie,8.0,108,2016,"Action, Adventure, Comedy, Romance, Sci-Fi",688716,2016-01-21,Tim Miller
325,tt1492030,2016-05-27,2016-05-27,,Mildred Pierce,http://www.imdb.com/title/tt1492030/,tvMiniSeries,7.7,336,2011,Drama,15729,2011-03-21,
326,tt0069050,2016-06-04,2016-06-04,,The Other,http://www.imdb.com/title/tt0069050/,movie,7.0,108,1972,"Drama, Horror, Mystery, Thriller",4605,1972-05-23,Robert Mulligan
327,tt0076792,2016-06-05,2016-06-05,,Tabu,http://www.imdb.com/title/tt0076792/,movie,5.1,,1977,Drama,93,1977-01-28,Vilgot Sjöman
328,tt0094612,2016-06-05,2016-06-05,,Action Jackson,http://www.imdb.com/title/tt0094612/,movie,5.2,96,1988,"Action, Comedy, Crime, Thriller",8144,1988-02-12,Craig R. Baxley
329,tt0166228,2016-06-05,2016-06-05,,Jeesuksen pojat,http://www.imdb.com/title/tt0166228/,short,5.6,26,1983,"Short, Drama",8,1983-05-27,Juha Rosma
330,tt0117148,2016-06-05,2016-06-05,,Naisen logiikka,http://www.imdb.com/title/tt0117148/,movie,4.9,70,1999,Comedy,29,1999-05-21,Spede Pasanen
331,tt0074569,2016-06-20,2016-06-20,,L'ultima orgia del III Reich,http://www.imdb.com/title/tt0074569/,movie,4.4,92,1977,"Horror, War",986,1977-01-31,Cesare Canevari
332,tt1658801,2016-07-03,2016-07-03,,Freeheld,http://www.imdb.com/title/tt1658801/,movie,6.5,103,2015,"Biography, Drama, Romance",9141,2015-09-13,Peter Sollett
333,tt1974419,2016-07-08,2016-07-08,,The Neon Demon,http://www.imdb.com/title/tt1974419/,movie,6.2,118,2016,"Horror, Thriller",59723,2016-05-20,Nicolas Winding Refn
334,tt0096160,2016-07-10,2016-07-10,,Splendor,http://www.imdb.com/title/tt0096160/,movie,7.1,110,1989,Drama,616,1989-02-17,Ettore Scola
335,tt0038791,2016-07-14,2016-07-14,,Nuoruus sumussa,http://www.imdb.com/title/tt0038791/,movie,4.5,113,1946,Drama,23,1946-04-12,T.J. Särkkä
336,tt0324133,2016-07-17,2016-07-17,,Swimming Pool,http://www.imdb.com/title/tt0324133/,movie,6.8,102,2003,"Crime, Drama, Mystery, Thriller",37346,2003-05-18,François Ozon
337,tt0087332,2016-07-21,2016-07-21,,Ghostbusters,http://www.imdb.com/title/tt0087332/,movie,7.8,105,1984,"Action, Adventure, Comedy, Fantasy",300039,1984-06-07,Ivan Reitman
338,tt0097428,2016-07-21,2016-07-21,,Ghostbusters II,http://www.imdb.com/title/tt0097428/,movie,6.5,108,1989,"Action, Comedy, Fantasy, Sci-Fi",154955,1989-06-15,Ivan Reitman
339,tt4400038,2016-07-31,2016-07-31,,Chocolat,http://www.imdb.com/title/tt4400038/,movie,7.1,119,2016,"Biography, Drama",4515,2016-01-05,Roschdy Zem
340,tt0070948,2016-08-02,2016-08-02,,Zardoz,http://www.imdb.com/title/tt0070948/,movie,5.8,105,1974,"Fantasy, Sci-Fi",16333,1974-02-06,John Boorman
341,tt0076085,2016-08-07,2016-08-07,,Una giornata particolare,http://www.imdb.com/title/tt0076085/,movie,8.1,106,1977,Drama,8688,1977-05-19,Ettore Scola
342,tt0064118,2016-08-09,2016-08-09,,La caduta degli dei (Götterdämmerung),http://www.imdb.com/title/tt0064118/,movie,7.6,156,1969,"Drama, War",6138,1969-10-02,Luchino Visconti
343,tt2764784,2016-08-11,2016-08-11,,Phoenix,http://www.imdb.com/title/tt2764784/,movie,7.3,98,2014,"Drama, History, Music, Romance",12954,2014-09-05,Christian Petzold
344,tt0046438,2016-08-11,2016-08-11,,Tôkyô monogatari,http://www.imdb.com/title/tt0046438/,movie,8.2,136,1953,Drama,33644,1953-11-03,Yasujirô Ozu
345,tt2404461,2016-08-13,2016-08-13,,Le passé,http://www.imdb.com/title/tt2404461/,movie,7.8,130,2013,"Drama, Mystery",37708,2013-05-17,Asghar Farhadi
346,tt1289401,2016-08-17,2016-08-17,,Ghostbusters,http://www.imdb.com/title/tt1289401/,movie,5.3,116,2016,"Action, Comedy, Fantasy, Sci-Fi",161627,2016-07-09,Paul Feig
347,tt5022872,2016-08-19,2016-08-19,,Barash,http://www.imdb.com/title/tt5022872/,movie,6.0,81,2015,"Comedy, Drama, Romance",461,2015-09-20,Michal Vinik
348,tt3553976,2016-08-20,2016-08-20,,Captain Fantastic,http://www.imdb.com/title/tt3553976/,movie,7.9,118,2016,"Comedy, Drama",128878,2016-01-23,Matt Ross
349,tt4150494,2016-08-21,2016-08-21,,Efterskalv,http://www.imdb.com/title/tt4150494/,movie,6.5,102,2015,Drama,1013,2015-05-21,Magnus von Horn
350,tt4699444,2016-08-22,2016-08-22,,Voir du pays,http://www.imdb.com/title/tt4699444/,movie,6.4,102,2016,Drama,465,2016-05-17,"Muriel Coulin, Delphine Coulin"
351,tt5006094,2016-08-23,2016-08-23,,The Duel of Wine,http://www.imdb.com/title/tt5006094/,movie,4.9,95,2015,Comedy,15,2015-08-01,Nicolás Carreras
352,tt3867816,2016-08-25,2016-08-25,,Pikadero,http://www.imdb.com/title/tt3867816/,movie,6.9,98,2015,"Comedy, Drama",117,2015-09-18,Ben Sharrock
353,tt5851030,2016-08-27,2016-08-27,,Die Geschwister,http://www.imdb.com/title/tt5851030/,movie,5.7,89,2016,Drama,90,2016-04-23,Jan Krüger
354,tt3715122,2016-08-27,2016-08-27,,L'attesa,http://www.imdb.com/title/tt3715122/,movie,6.5,110,2015,Drama,1463,2015-09-05,Piero Messina
355,tt3792884,2016-08-27,2016-08-27,,Alena,http://www.imdb.com/title/tt3792884/,movie,5.7,83,2015,"Drama, Horror, Thriller",443,2015-10-09,Daniel di Grado
356,tt5278832,2016-08-28,2016-08-28,,Córki dancingu,http://www.imdb.com/title/tt5278832/,movie,6.4,92,2015,"Comedy, Drama, Horror, Musical",2835,2015-12-25,Agnieszka Smoczynska
357,tt2005151,2016-09-04,2016-09-04,,War Dogs,http://www.imdb.com/title/tt2005151/,movie,7.1,114,2016,"Comedy, Crime, Drama, War",129359,2016-08-03,Todd Phillips
358,tt0091530,2016-09-07,2016-09-07,,The Mission,http://www.imdb.com/title/tt0091530/,movie,7.5,125,1986,"Adventure, Drama, History",48186,1986-05-16,Roland Joffé
359,tt2210769,2016-09-09,2016-09-09,,"Liza, a rókatündér",http://www.imdb.com/title/tt2210769/,movie,7.7,98,2015,"Comedy, Fantasy, Romance",6502,2015-02-19,Károly Ujj Mészáros
360,tt0085407,2016-09-13,2016-09-13,,The Dead Zone,http://www.imdb.com/title/tt0085407/,movie,7.2,103,1983,"Horror, Sci-Fi, Thriller",50007,1983-10-21,David Cronenberg
361,tt2937696,2016-09-16,2016-09-16,,Everybody Wants Some!!,http://www.imdb.com/title/tt2937696/,movie,7.0,117,2016,Comedy,41677,2016-03-11,Richard Linklater
362,tt4331970,2016-09-16,2016-09-16,,Quand on a 17 ans,http://www.imdb.com/title/tt4331970/,movie,7.2,116,2016,"Drama, Romance",3290,2016-02-14,André Téchiné
363,tt4585660,2016-09-17,2016-09-17,,Klovn Forever,http://www.imdb.com/title/tt4585660/,movie,6.3,99,2015,"Comedy, Drama",2853,2015-09-06,Mikkel Nørgaard
364,tt4273292,2016-09-17,2016-09-17,,Under the Shadow,http://www.imdb.com/title/tt4273292/,movie,7.0,84,2016,"Drama, Horror, Thriller, War",14032,2016-01-22,Babak Anvari
365,tt3955894,2016-09-18,2016-09-18,,Girl Asleep,http://www.imdb.com/title/tt3955894/,movie,6.2,77,2015,"Comedy, Family, Fantasy",1811,2015-10-20,Rosemary Myers
366,tt4144190,2016-09-18,2016-09-18,,Wiener-Dog,http://www.imdb.com/title/tt4144190/,movie,5.9,88,2016,"Comedy, Drama",7138,2016-01-22,Todd Solondz
367,tt4765604,2016-09-18,2016-09-18,,Pro lyubov,http://www.imdb.com/title/tt4765604/,movie,6.5,115,2015,"Comedy, Drama",631,2015-06-13,Anna Melikyan
368,tt4425152,2016-09-19,2016-09-19,,Pojkarna,http://www.imdb.com/title/tt4425152/,movie,6.1,106,2015,Drama,664,2015-09-12,Alexandra-Therese Keining
369,tt2262161,2016-09-20,2016-09-20,,Sunset Song,http://www.imdb.com/title/tt2262161/,movie,6.5,135,2015,Drama,2522,2015-09-13,Terence Davies
370,tt5432188,2016-09-20,2016-09-20,,Kater,http://www.imdb.com/title/tt5432188/,movie,5.9,124,2016,Drama,556,2016-02-13,Händl Klaus
371,tt3471098,2016-09-21,2016-09-21,,Maggie's Plan,http://www.imdb.com/title/tt3471098/,movie,6.2,98,2015,"Comedy, Drama, Romance",11472,2015-09-12,Rebecca Miller
372,tt3828058,2016-09-22,2016-09-22,,Rodinny film,http://www.imdb.com/title/tt3828058/,movie,6.6,95,2015,Drama,299,2015-09-21,Olmo Omerzu
373,tt4400174,2016-09-24,2016-09-24,,À peine j'ouvre les yeux,http://www.imdb.com/title/tt4400174/,movie,6.8,102,2015,Drama,882,2015-09-05,Leyla Bouzid
374,tt5096628,2016-09-24,2016-09-24,,Théo et Hugo dans le même bateau,http://www.imdb.com/title/tt5096628/,movie,6.6,97,2016,"Drama, Romance",1498,2016-02-15,"Jacques Martineau, Olivier Ducastel"
375,tt5072542,2016-09-24,2016-09-24,,Les premiers les derniers,http://www.imdb.com/title/tt5072542/,movie,6.5,98,2016,"Comedy, Crime, Romance",638,2016-01-05,Bouli Lanners
376,tt4153324,2016-09-25,2016-09-25,,Tjuvheder,http://www.imdb.com/title/tt4153324/,movie,7.1,92,2015,"Crime, Drama",1050,2015-09-20,Peter Grönlund
377,tt2172095,2016-09-25,2016-09-25,,Det vita folket,http://www.imdb.com/title/tt2172095/,movie,4.5,82,2015,"Drama, Mystery, Sci-Fi",221,2015-11-11,Lisa Aschan
378,tt3416532,2016-09-25,2016-09-25,,A Monster Calls,http://www.imdb.com/title/tt3416532/,movie,7.5,108,2016,"Drama, Fantasy",55374,2016-09-09,J.A. Bayona
379,tt0074216,2016-09-29,2016-09-29,,The Blank Generation,http://www.imdb.com/title/tt0074216/,movie,6.2,55,1976,"Documentary, Music",194,1976-04-22,"Ivan Král, Amos Poe"
380,tt1935859,2016-10-01,2016-10-01,,Miss Peregrine's Home for Peculiar Children,http://www.imdb.com/title/tt1935859/,movie,6.7,127,2016,"Adventure, Drama, Family, Fantasy",121937,2016-09-25,Tim Burton
381,tt0086122,2016-10-04,2016-10-04,,The Ploughman's Lunch,http://www.imdb.com/title/tt0086122/,movie,6.6,107,1983,Drama,291,1983-05-01,Richard Eyre
382,tt2246565,2016-10-23,2016-10-23,,An Honest Liar,http://www.imdb.com/title/tt2246565/,movie,7.5,90,2014,"Documentary, Biography, Comedy, History",7211,2014-04-18,"Tyler Measom, Justin Weinstein"
383,tt5219412,2016-10-25,2016-10-25,,Rockin' High: The Highest Gig in the World,http://www.imdb.com/title/tt5219412/,tvMovie,7.6,50,2015,"Musical, Reality-TV, Talk-Show",5,2015-11-16,
384,tt3908142,2016-11-09,2016-11-09,,The Love Witch,http://www.imdb.com/title/tt3908142/,movie,6.2,120,2016,"Comedy, Horror, Romance",6762,2016-01-31,Anna Biller
385,tt0138393,2016-11-11,2016-11-11,,The Decline of Western Civilization Part III,http://www.imdb.com/title/tt0138393/,movie,7.2,86,1998,"Documentary, Music",727,1998-01-01,Penelope Spheeris
386,tt4550098,2016-12-06,2016-12-06,,Nocturnal Animals,http://www.imdb.com/title/tt4550098/,movie,7.5,116,2016,"Crime, Drama, Romance, Thriller",163983,2016-09-02,Tom Ford
387,tt0030307,2016-12-06,2016-12-06,,Jääkärin morsian,http://www.imdb.com/title/tt0030307/,movie,5.7,97,1938,"Drama, History, War",64,1938-02-27,Risto Orko
388,tt0475784,2016-12-15,2016-12-15,,Westworld,http://www.imdb.com/title/tt0475784/,tvSeries,8.9,62,2016,"Drama, Mystery, Sci-Fi, Western",241003,2016-10-02,
389,tt2543164,2016-12-20,2016-12-20,,Arrival,http://www.imdb.com/title/tt2543164/,movie,8.0,116,2016,"Drama, Mystery, Sci-Fi, Thriller",417399,2016-09-01,Denis Villeneuve
390,tt0039628,2016-12-25,2016-12-25,,Miracle on 34th Street,http://www.imdb.com/title/tt0039628/,movie,7.9,96,1947,"Comedy, Drama, Family",34062,1947-06-04,George Seaton
391,tt0068182,2017-01-11,2017-01-11,,"Aguirre, der Zorn Gottes",http://www.imdb.com/title/tt0068182/,movie,8.0,95,1972,"Adventure, Biography, Drama, History",42617,1972-12-29,Werner Herzog
392,tt2361317,2017-01-15,2017-01-15,,Live by Night,http://www.imdb.com/title/tt2361317/,movie,6.4,129,2016,"Action, Crime, Drama, Thriller",38273,2016-12-13,Ben Affleck
393,tt4610372,2017-01-27,2017-01-27,,Noma My Perfect Storm,http://www.imdb.com/title/tt4610372/,movie,6.1,100,2015,Documentary,495,2015-11-03,Pierre Deschamps
394,tt5116410,2017-01-27,2017-01-27,,Tower,http://www.imdb.com/title/tt5116410/,movie,8.0,96,2016,"Documentary, Animation, Crime",4538,2016-03-13,Keith Maitland
395,tt5140848,2017-01-29,2017-01-29,,Det Han Gjorde,http://www.imdb.com/title/tt5140848/,movie,6.7,62,2015,"Documentary, Biography",21,2015-11-06,Jonas Poher Rasmussen
396,tt6399400,2017-02-06,2017-02-06,,Kiehumispiste,http://www.imdb.com/title/tt6399400/,movie,6.6,90,2017,Documentary,80,2017-01-23,Elina Hirvonen
397,tt0097108,2017-02-23,2017-02-23,,"The Cook, the Thief, His Wife & Her Lover",http://www.imdb.com/title/tt0097108/,movie,7.6,124,1989,"Crime, Drama",29293,1989-09-04,Peter Greenaway
398,tt2870648,2017-02-26,2017-02-26,,Amy,http://www.imdb.com/title/tt2870648/,movie,7.8,128,2015,"Documentary, Biography, Music",38849,2015-05-16,Asif Kapadia
399,tt5226984,2017-02-26,2017-02-26,,Tom of Finland,http://www.imdb.com/title/tt5226984/,movie,7.1,115,2017,"Biography, Drama",1828,2017-01-27,Dome Karukoski
400,tt0048624,2017-03-18,2017-03-18,,Sissi,http://www.imdb.com/title/tt0048624/,movie,7.1,102,1955,"Comedy, Drama, History, Romance",6253,1955-12-21,Ernst Marischka
401,tt4975722,2017-03-26,2017-03-26,,Moonlight,http://www.imdb.com/title/tt4975722/,movie,7.5,111,2016,Drama,173540,2016-09-02,Barry Jenkins
402,tt5029608,2017-03-30,2017-03-30,,Frantz,http://www.imdb.com/title/tt5029608/,movie,7.5,113,2016,"Drama, History, Romance, War",7634,2016-09-03,François Ozon
403,tt4666726,2017-03-30,2017-03-30,,Christine,http://www.imdb.com/title/tt4666726/,movie,7.0,119,2016,"Biography, Drama",8312,2016-01-23,Antonio Campos
404,tt3882074,2017-03-31,2017-03-31,,The Eagle Huntress,http://www.imdb.com/title/tt3882074/,movie,7.5,87,2016,"Documentary, Adventure, Sport",2373,2016-01-24,Otto Bell
405,tt5804038,2017-03-31,2017-03-31,,I Am Not Your Negro,http://www.imdb.com/title/tt5804038/,movie,7.7,93,2016,Documentary,9538,2016-09-10,Raoul Peck
406,tt1878870,2017-03-31,2017-03-31,,The Edge of Seventeen,http://www.imdb.com/title/tt1878870/,movie,7.4,104,2016,"Comedy, Drama",64983,2016-09-16,Kelly Fremon Craig
407,tt3721936,2017-04-02,2017-04-02,,American Honey,http://www.imdb.com/title/tt3721936/,movie,7.0,163,2016,"Adventure, Drama, Romance",24852,2016-05-15,Andrea Arnold
408,tt5141494,2017-04-02,2017-04-02,,Maman a tort,http://www.imdb.com/title/tt5141494/,movie,6.6,110,2016,Drama,108,2016-08-24,Marc Fitoussi
409,tt4630550,2017-04-02,2017-04-02,,La fille inconnue,http://www.imdb.com/title/tt4630550/,movie,6.5,113,2016,"Crime, Drama, Mystery, Thriller",4550,2016-05-18,"Luc Dardenne, Jean-Pierre Dardenne"
410,tt2582782,2017-04-02,2017-04-02,,Hell or High Water,http://www.imdb.com/title/tt2582782/,movie,7.6,102,2016,"Crime, Drama, Thriller, Western",140914,2016-05-16,David Mackenzie
411,tt5278506,2017-04-09,2017-04-09,,Tickled,http://www.imdb.com/title/tt5278506/,movie,7.6,92,2016,"Documentary, Mystery",9830,2016-01-24,"David Farrier, Dylan Reeve"
412,tt1527186,2017-04-09,2017-04-09,,Melancholia,http://www.imdb.com/title/tt1527186/,movie,7.1,135,2011,Drama,142103,2011-05-18,Lars von Trier
413,tt4846340,2017-04-13,2017-04-13,,Hidden Figures,http://www.imdb.com/title/tt4846340/,movie,7.8,127,2016,"Biography, Drama, History",132755,2016-12-25,Theodore Melfi
414,tt4645368,2017-04-17,2017-04-17,,Juste la fin du monde,http://www.imdb.com/title/tt4645368/,movie,6.9,97,2016,Drama,14209,2016-05-19,Xavier Dolan
415,tt5196660,2017-04-19,2017-04-19,,Amateur,http://www.imdb.com/title/tt5196660/,movie,6.5,97,2016,Thriller,39,2016-11-19,Sebastian Perillo
416,tt4982166,2017-04-19,2017-04-19,,La noche del virgen,http://www.imdb.com/title/tt4982166/,movie,5.4,116,2016,"Comedy, Fantasy, Horror, Mystery, Thriller",204,2016-10-16,Roberto San Sebastián
417,tt4954522,2017-04-20,2017-04-20,,Grave,http://www.imdb.com/title/tt4954522/,movie,7.0,99,2016,"Drama, Horror",29981,2016-05-14,Julia Ducournau
418,tt4158096,2017-04-20,2017-04-20,,Free Fire,http://www.imdb.com/title/tt4158096/,movie,6.4,91,2016,"Action, Comedy, Crime, Thriller",26201,2016-09-08,Ben Wheatley
419,tt6559976,2017-04-20,2017-04-20,,Viulu,http://www.imdb.com/title/tt6559976/,short,5.6,12,2017,"Short, Action",7,2017-04-20,Ramin Sohrab
420,tt5584732,2017-04-21,2017-04-21,,Die Hölle,http://www.imdb.com/title/tt5584732/,movie,6.5,92,2017,Thriller,462,2017-01-19,Stefan Ruzowitzky
421,tt4909602,2017-04-21,2017-04-21,,Lyst,http://www.imdb.com/title/tt4909602/,movie,4.3,84,2017,"Horror, Mystery, Thriller",93,2017-04-21,Severin Eskeland
422,tt6019068,2017-04-22,2017-04-22,,The Mentors: Kings of Sleaze Rockumentary,http://www.imdb.com/title/tt6019068/,movie,6.9,78,2017,"Documentary, Comedy, Music",7,2017-04-21,April Jones
423,tt5207320,2017-04-22,2017-04-22,,"Sweet, Sweet Lonely Girl",http://www.imdb.com/title/tt5207320/,movie,5.4,76,2016,"Drama, Horror, Thriller",420,2016-09-22,A.D. Calvo
424,tt0084861,2017-04-22,2017-04-22,,Vice Squad,http://www.imdb.com/title/tt0084861/,movie,6.4,97,1982,"Action, Crime, Drama, Thriller",1415,1982-01-22,Gary Sherman
425,tt5052448,2017-05-06,2017-05-06,,Get Out,http://www.imdb.com/title/tt5052448/,movie,7.7,104,2017,"Horror, Mystery, Thriller",216912,2017-01-23,Jordan Peele
426,tt6712394,2017-05-08,2017-05-08,,Muodonmuutoksia,http://www.imdb.com/title/tt6712394/,movie,6.5,75,2017,"Documentary, Sport",18,2017-03-31,Kati Juurus
427,tt6098922,2017-05-08,2017-05-08,,Louis Theroux: Savile,http://www.imdb.com/title/tt6098922/,tvMovie,7.4,75,2016,Documentary,984,2016-10-02,Arthur Cary
428,tt6144536,2017-05-09,2017-05-09,,Chez nous,http://www.imdb.com/title/tt6144536/,movie,6.5,117,2017,Drama,504,2017-01-25,Lucas Belvaux
429,tt4714568,2017-05-12,2017-05-12,,The Young Offenders,http://www.imdb.com/title/tt4714568/,movie,7.1,83,2016,"Adventure, Comedy, Crime",5582,2016-09-16,Peter Foott
430,tt4197642,2017-05-12,2017-05-12,,A Date for Mad Mary,http://www.imdb.com/title/tt4197642/,movie,7.2,82,2016,"Comedy, Drama, Romance",895,2016-07-02,Darren Thornton
431,tt4746506,2017-05-14,2017-05-14,,Fai bei sogni,http://www.imdb.com/title/tt4746506/,movie,6.6,131,2016,"Drama, Romance",946,2016-05-12,Marco Bellocchio
432,tt5311514,2017-05-14,2017-05-14,,Kimi no na wa.,http://www.imdb.com/title/tt5311514/,movie,8.5,106,2016,"Animation, Drama, Fantasy, Romance",68530,2016-07-03,Makoto Shinkai
433,tt4621872,2017-05-26,2017-05-26,,La pazza gioia,http://www.imdb.com/title/tt4621872/,movie,7.3,118,2016,"Comedy, Drama",5306,2016-05-14,Paolo Virzì
434,tt1259521,2017-05-29,2017-05-29,,The Cabin in the Woods,http://www.imdb.com/title/tt1259521/,movie,7.0,95,2012,Horror,309113,2012-03-09,Drew Goddard
435,tt0169806,2017-06-03,2017-06-03,,Dropout,http://www.imdb.com/title/tt0169806/,movie,7.5,109,1970,"Romance, Drama",103,1970-12-18,Tinto Brass
436,tt0104782,2017-06-04,2017-06-04,,Léolo,http://www.imdb.com/title/tt0104782/,movie,7.6,107,1992,"Comedy, Drama",6001,1992-09-16,Jean-Claude Lauzon
437,tt0082592,2017-06-04,2017-06-04,,Just Before Dawn,http://www.imdb.com/title/tt0082592/,movie,6.3,90,1981,"Horror, Thriller",3975,1981-10-14,Jeff Lieberman
438,tt0085935,2017-06-04,2017-06-04,,Metalstorm: The Destruction of Jared-Syn,http://www.imdb.com/title/tt0085935/,movie,3.7,84,1983,"Adventure, Sci-Fi, Action, Romance",1348,1983-08-19,Charles Band
439,tt4799050,2017-07-03,2017-07-03,,Rough Night,http://www.imdb.com/title/tt4799050/,movie,5.2,101,2017,Comedy,24994,2017-06-15,Lucia Aniello
440,tt3469046,2017-07-13,2017-07-13,,Despicable Me 3,http://www.imdb.com/title/tt3469046/,movie,6.3,90,2017,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",60061,2017-06-14,"Eric Guillon, Kyle Balda, Pierre Coffin"
